image,base_caption,lora_caption,given_caption
475317104_1cdc1653b4.jpg,a woman standing on a skateboard in a parking lot,A girl in jeans and a black jacket standing in a parking lot .,A girl standing in an enclosed place
476233374_e1396998ef.jpg,two children playing on the beach,A boy and a girl are playing on the beach .,A little boy and a little girl are playing with pebbles on the beach .
476740978_45b65ebe0c.jpg,a group of people holding signs that say impeach,A group of people holding pink signs .,A group of people are holding up signs .
476759700_8911f087f8.jpg,a man holding a sign that says free hugs,A man in a green shirt holds a sign that says free hugs .,a man carrying a sign that says free hug along the sidewalk .
480505313_2dc686e5db.jpg,a man and two women standing in front of a fountain,A man and a woman are standing in front of a fountain .,A couple is photographed in front of a large outdoor fountain .
481887827_f8975dabf1.jpg,people sitting around a campfire at night,A group of people sit around a campfire at night .,A group of people sit before a campfire .
482088914_e6ea4501e9.jpg,a man paddling a canoe in the water,A man in a kayak paddles through choppy waters .,A kayaker almost turns over .
482882307_7dcb9eee11.jpg,a group of people rafting down a river,A group of people are rafting down the rapids .,A guy in midair is behind the raft full of people .
483039719_75181b2726.jpg,a man wearing a white bandana,A boy wearing a headband is standing in a crowd .,"A teenage boy with a white headband looking right , a crowd in the background ."
485245061_5a5de43e20.jpg,a man on skis,A man in a green jacket and red helmet sits on a snowy mountain .,A man crouched on a snowy peak .
486712504_36be449055.jpg,a golden retriever is jumping over an obstacle course,A golden retriever is jumping over a blue and red obstacle .,A dog is jumping across an obstacle .
486917990_72bd4069af.jpg,a person climbing on a rock face,A climber is climbing a rock face .,A girl is climbing a rock wall .
488356951_b3b77ad832.jpg,a group of men sitting on a bus together,A man in a hawaiian shirt is sitting next to two other men .,A man with red shirt and black hat stares at another man .
488408004_a1e26d4886.jpg,a young boy in a blue jacket walking on a sidewalk,A boy in a blue jacket is walking .,A child in formal clothing is walking along the edge of a stony area that is littered in places .
488590040_35a3e96c89.jpg,two men fishing on the beach with boats in the background,Two men are fishing on the beach .,Men standing on shore with fishing pole and boat in water
490390951_87395fcb1c.jpg,a pair of shoes on the beach,A person in grey shoes is standing on the beach .,a closeup of grey and white shoes on the shore near the beach water .
491405109_798222cfd0.jpg,a little girl laying on her stomach with her head up,A girl in a colorful shirt is smiling .,A girl poses with her head upside down .
493109089_468e105233.jpg,a young boy playing on a playground,A boy in a red vest is climbing a red metal structure .,A little boy in a red jacket plays on a jungle gym .
493542985_c85ad29ebe.jpg,a woman is rowing a boat on the water,A girl rowing in the water .,A girl is rowing in a lake .
493621130_152bdd4e91.jpg,a dog jumping into the water,A brown dog jumps into the water .,A brown dog leaps into the water .
494792770_2c5f767ac0.jpg,a brown and white dog standing in the grass,A brown and white dog is standing in the grass .,A brown dog walks in the under brush .
494921598_af73bda568.jpg,a young boy playing hockey on an ice rink,A boy in a hockey uniform is skating down the ice with the puck .,A child is playing ice hockey
496110746_a93ca191ae.jpg,a young girl is hanging upside down on a swing,A girl in a purple shirt is hanging upside down on a swing .,A child swings on a swing .
497122685_a51b29dc46.jpg,a young girl jumping into a swimming pool,A girl in a colorful swimsuit jumps into a swimming pool .,A girl in a colourful bathing suit being ejected from a water slide into the pool .
497791037_93499238d8.jpg,a young boy on a swing in a park,A boy in a white shirt is jumping on a swing .,a boy jumping off a swing
498444334_a680d318a1.jpg,a group of men posing for a picture,A group of men pose for a picture on the steps of a building .,A group of young men clowning around while enjoying a beverage .
500446858_125702b296.jpg,a small white dog,A small white dog is running along a dirt path .,A small white dog is running through the dirt right on the outside of a patch of grass where two people and another small black dog are playing .
501320769_31eea7b7ea.jpg,a little girl wrapped in a towel in a bathroom,A child in a white robe is standing in a bathroom .,A child in a white bathrobe is standing in a doorway .
501699433_f8df386cf9.jpg,two boys swimming under water in a pool,A boy and a girl are swimming underwater .,A man and child underwater in a swimming pool holding their breath .
505929313_7668f021ab.jpg,a black dog with a pink ball in its mouth,A black dog with a pink ball in its mouth runs on the beach .,a black dog plays with a ball in the water .
505944126_f9a6ab8944.jpg,two dogs on a hill,A brown dog and a tan dog are standing in a field .,A brown dog and black dog are foraging in some brush-land .
506367606_7cca2bba9b.jpg,a woman sitting at a table with flowers in front of her,A girl in a black jacket stands behind a counter at a market .,An oriental florist arranging flowers
506738508_327efdf9c3.jpg,two men in white suits,Two men in white suits and sunglasses pose for the camera .,"Two men dressed in white formal clothes and sunglasses pose , while one holds a drink ."
509123893_07b8ea82a9.jpg,two little girls sitting on the curb eating corn,Two little girls are eating corn on the cob .,Two cute little girls enjoying corn on the cob .
509778093_21236bb64d.jpg,a dog playing with a frisbee in the grass,A brown and white dog playing with a white ball .,a brown and white dog chasing a ball on some grass .
510531976_90bbee22a2.jpg,a man doing a handstand on a skateboard in front of a wall,A boy does a handstand in front of a colorful wall .,A boy in a white tracksuit is break dancing on the ground in front of a colorful wall .
511749704_3037806cb1.jpg,a young boy riding a skateboard down a ramp,A boy in a red shirt is on a skateboard .,A boy rides his skateboard at the park .
512101751_05a6d93e19.jpg,the dog is white,A white dog is running through the grass .,a muzzled white dog is running on the grass .
514905846_b54d13946a.jpg,a young boy jumping on a skateboard,A boy in a white shirt and tie is jumping up and down .,A boy in a shirt and tie jumps off a staircase .
514990193_2d2422af2c.jpg,a girl laying on a couch in a yard,A girl in a green shirt is laying on a couch .,A woman is laying on a striped couch on a grassy yard in a residential neighborhood .
515797344_4ae75cb9b1.jpg,people walking on the street,A group of men are crossing the street .,Men walking on city street with a yellow bus and two FedEx vehicles in the background .
519167484_ee03e2a91e.jpg,a young girl is playing with a hula hoop,A girl in a pink dress is playing with a blue hula hoop .,A girl in a pink dress plays with a hula hoop .
519228867_2fd25e38d4.jpg,a young girl in a bathtub,A girl in a bathing suit is sitting in a bucket of water .,A girl sits and laughs while in a kiddie pool .
522063319_33827f1627.jpg,two boys wearing pirate hats in the garden,Two boys in pirate hats pose for a picture .,Two children are dressed as pirates .
522652105_a89f1cf260.jpg,a little girl in a ball pit,A little girl is playing in a ball pit .,A girl playing is a pile of colorful balls .
523985664_c866af4850.jpg,"a woman in a bikini holding a sign that says ""free hugs""",A girl in a bikini talks to a man .,"A girl in a bikini wears a sign saying "" free hugs "" ."
524105255_b346f288be.jpg,a woman sitting on a ledge overlooking a city,A girl in sunglasses is sitting on a ledge overlooking a city .,A blonde girl poses for a picture at Kerry Park in Seattle .
524282699_71e678a6bd.jpg,a couple of dogs playing in the water,A brown dog and a black dog are playing on the beach .,A black dog and a golden dog approaching one another
524310507_51220580de.jpg,a man sitting in the driver's seat of a red truck,A man is sitting in the driver 's seat of a red truck .,A man in a large red truck .
525538142_7348f0bce7.jpg,two children playing in the sand,A boy and a girl hug in the sand .,"The two boys , one in orange the other in teal , wrestle in the sand ."
525863257_053333e612.jpg,a man is fishing in the river,A man is fishing in a river .,A man fly fishes in a large river .
525887861_4cc7a1beca.jpg,a young girl on a skateboard,A girl in jeans and a black jacket is riding a pink skateboard .,A little blonde girl stands on a pink skateboard .
53043785_c468d6f931.jpg,a man standing on top of an elephant in the water,A man is standing on top of an elephant in the water .,A man is standing on an animal in the water .
531197115_2be4d5034b.jpg,a man walking down the street with a skateboard,A man is walking past a beauty shop .,A banner about a beauty parlor .
532457586_bddfc5251d.jpg,a man sitting on a bench with a dog next to him,A man and a dog sit on a wooden bench .,A shirtless man with a brown and white dog looking at a woman in jeans and a bikini top who is relaxing on a bench .
